chr,start,end,map,width,strand,gc
chr1,35000001,35500000,0.966398647251774,500000,*,0.452928
chr1,35500001,36000000,0.97232210694567,500000,*,0.413266
chr1,36000001,36500000,0.988113522833342,500000,*,0.434636
chr1,36500001,37000000,0.983392821112195,500000,*,0.486274
chr1,37000001,37500000,0.992663691256081,500000,*,0.48945
chr1,37500001,38000000,0.973092975285806,500000,*,0.47098
chr1,38000001,38500000,0.978701824476277,500000,*,0.475414
chr1,38500001,39000000,0.987937879898487,500000,*,0.45753
chr1,39000001,39500000,0.974282340735237,500000,*,0.44863
chr1,39500001,40000000,0.966837822187537,500000,*,0.439456
chr1,40000001,40500000,0.961258037626565,500000,*,0.474774
chr1,40500001,41000000,0.97301996611563,500000,*,0.424226
chr1,41000001,41500000,0.984542516725647,500000,*,0.469254
chr1,41500001,42000000,0.971360898827282,500000,*,0.459646
chr1,42000001,42500000,0.979010306919516,500000,*,0.458744
chr1,42500001,43000000,0.970864145356656,500000,*,0.410184
chr1,43000001,43500000,0.984699835065036,500000,*,0.444082
chr1,43500001,44000000,0.966887943543975,500000,*,0.46556
chr1,44000001,44500000,0.99185751218665,500000,*,0.489678
chr1,44500001,45000000,0.990893591926144,500000,*,0.448976
chr1,45000001,45500000,0.980207419411671,500000,*,0.4763
chr1,45500001,46000000,0.944299440546212,500000,*,0.426884
chr1,46000001,46500000,0.964813272181237,500000,*,0.42514
chr1,46500001,47000000,0.973400909760185,500000,*,0.477598
chr1,47000001,47500000,0.903884902351077,500000,*,0.432612
chr1,47500001,48000000,0.924022423790475,500000,*,0.44435
chr1,48000001,48500000,0.987882691338001,500000,*,0.47836
chr1,48500001,49000000,0.926587287056685,500000,*,0.40629
chr1,49000001,49500000,0.983755379578894,500000,*,0.42157
chr1,49500001,50000000,0.948806417663956,500000,*,0.378352
chr1,50000001,50500000,0.92962130055991,500000,*,0.371538
chr1,50500001,51000000,0.987738457677836,500000,*,0.418322
chr1,51000001,51500000,0.965325026603012,500000,*,0.382956
chr1,51500001,52000000,0.976720902180966,500000,*,0.412344
chr1,52000001,52500000,0.983556464806838,500000,*,0.413904
chr1,52500001,53000000,0.972308843060242,500000,*,0.41308
chr1,53000001,53500000,0.974135997204415,500000,*,0.431396
chr1,53500001,54000000,0.986459747479538,500000,*,0.492008
chr1,54000001,54500000,0.989284723492885,500000,*,0.459268
chr1,54500001,55000000,0.981431008593821,500000,*,0.487852
chr1,55000001,55500000,0.970003559524789,500000,*,0.48352
chr1,55500001,56000000,0.978210506530844,500000,*,0.41857
chr1,56000001,56500000,0.980463151255655,500000,*,0.399154
chr1,56500001,57000000,0.972556160743041,500000,*,0.40812
chr1,57000001,57500000,0.987081422232677,500000,*,0.402878
chr1,57500001,58000000,0.990548584632202,500000,*,0.405918
chr1,58000001,58500000,0.982818193594837,500000,*,0.4045
chr1,58500001,59000000,0.940514265985339,500000,*,0.413974
chr1,59000001,59500000,0.97785864009184,500000,*,0.422352
chr1,59500001,60000000,0.965325842949109,500000,*,0.407466
chr1,60000001,60500000,0.952491730457249,500000,*,0.39498
chr1,60500001,61000000,0.947337204898311,500000,*,0.37483
chr1,61000001,61500000,0.967247149754055,500000,*,0.399528
chr1,61500001,62000000,0.995168574200823,500000,*,0.395642
chr1,62000001,62500000,0.973600547691435,500000,*,0.402272
chr1,62500001,63000000,0.983351546903069,500000,*,0.430326
chr1,63000001,63500000,0.971109509713997,500000,*,0.385316
chr1,63500001,64000000,0.974201085490275,500000,*,0.392878
chr1,64000001,64500000,0.990686340043055,500000,*,0.412872
chr1,64500001,65000000,0.961269977020723,500000,*,0.408236
chr1,65000001,65500000,0.988144499929837,500000,*,0.4055
chr1,65500001,66000000,0.971564296015601,500000,*,0.409854
chr1,66000001,66500000,0.940968550735125,500000,*,0.371378
chr1,66500001,67000000,0.952556999260992,500000,*,0.383796
chr1,67000001,67500000,0.974308772608242,500000,*,0.372432
chr1,67500001,68000000,0.966885792515957,500000,*,0.406774
chr1,68000001,68500000,0.983947839143399,500000,*,0.412032
chr1,68500001,69000000,0.97939406679058,500000,*,0.396932
chr1,69000001,69500000,0.940638499014007,500000,*,0.373348
chr1,69500001,70000000,0.96149686176206,500000,*,0.369204
chr1,70000001,70500000,0.95407165603203,500000,*,0.353898
chr1,70500001,71000000,0.986186421890562,500000,*,0.376878
chr1,71000001,71500000,0.965756557857784,500000,*,0.377052
chr1,71500001,72000000,0.955903050733339,500000,*,0.368094
chr1,72000001,72500000,0.97899380417102,500000,*,0.353606
chr1,72500001,73000000,0.987137961688902,500000,*,0.344518
chr1,73000001,73500000,0.966340598334602,500000,*,0.350444
chr1,73500001,74000000,0.972291171171654,500000,*,0.349042
chr1,74000001,74500000,0.99202124646885,500000,*,0.357042
chr1,74500001,75000000,0.957374023059223,500000,*,0.356602
chr1,75000001,75500000,0.960668431790563,500000,*,0.37175
chr1,75500001,76000000,0.94412464569745,500000,*,0.374126
chr1,76000001,76500000,0.944615074516493,500000,*,0.380542
chr1,76500001,77000000,0.979972944618105,500000,*,0.389622
chr1,77000001,77500000,0.958413657052322,500000,*,0.386936
chr1,77500001,78000000,0.978206447049934,500000,*,0.382958
chr1,78000001,78500000,0.976727157968889,500000,*,0.388162
chr1,78500001,79000000,0.958944677161959,500000,*,0.384694
chr1,79000001,79500000,0.969612564535665,500000,*,0.360244
chr1,79500001,80000000,0.969403812348222,500000,*,0.35694
chr1,80000001,80500000,0.961307189549865,500000,*,0.355616
chr1,80500001,81000000,0.957495892176857,500000,*,0.35124
chr1,81000001,81500000,0.963181927913302,500000,*,0.351246
chr1,81500001,82000000,0.984547040706174,500000,*,0.368816
chr1,82000001,82500000,0.992323998979336,500000,*,0.364988
chr1,82500001,83000000,0.965017052268292,500000,*,0.371044
chr1,83000001,83500000,0.985077050483609,500000,*,0.36098
chr1,83500001,84000000,0.704305513643201,500000,*,0.367092
chr1,84000001,84500000,0.982131419766809,500000,*,0.3813
chr1,84500001,85000000,0.969738789919488,500000,*,0.374536
chr1,85000001,85500000,0.994720625763728,500000,*,0.403988
chr1,85500001,86000000,0.977823132244422,500000,*,0.395116
chr1,86000001,86500000,0.933645362329408,500000,*,0.377086
chr1,86500001,87000000,0.956761699712312,500000,*,0.378056
chr1,87000001,87500000,0.944815492689995,500000,*,0.38553
chr1,87500001,88000000,0.984859873716504,500000,*,0.403886
chr1,88000001,88500000,0.991035626364933,500000,*,0.380748
chr1,88500001,89000000,0.979996582843975,500000,*,0.373594
chr1,89000001,89500000,0.981007266944285,500000,*,0.38298
chr1,89500001,90000000,0.935577239295566,500000,*,0.390624
chr1,90000001,90500000,0.969455254067634,500000,*,0.40092
chr1,90500001,91000000,0.959063808860935,500000,*,0.38393
chr1,91000001,91500000,0.978265628493607,500000,*,0.38992
chr1,91500001,92000000,0.930367937004511,500000,*,0.395064
chr1,92000001,92500000,0.984037807192185,500000,*,0.421956
chr1,92500001,93000000,0.963755178961965,500000,*,0.394204
chr1,93000001,93500000,0.956450477409266,500000,*,0.393194
chr1,93500001,94000000,0.960471331717255,500000,*,0.384482
chr1,94000001,94500000,0.962901371117487,500000,*,0.432008
chr1,94500001,95000000,0.965891485690954,500000,*,0.404182
chr1,95000001,95500000,0.984690099983878,500000,*,0.425272
chr1,95500001,96000000,0.970268616734067,500000,*,0.392104
chr1,96000001,96500000,0.993413725818139,500000,*,0.369776
chr1,96500001,97000000,0.946243498952472,500000,*,0.374178
chr1,97000001,97500000,0.959608105972582,500000,*,0.37358
chr1,97500001,98000000,0.965531414872654,500000,*,0.359166
chr1,98000001,98500000,0.988646120334918,500000,*,0.343234
chr1,98500001,99000000,0.977627343773255,500000,*,0.362604
chr1,99000001,99500000,0.971286552348662,500000,*,0.36724
chr1,99500001,100000000,0.953289110099261,500000,*,0.370984
chr1,100000001,100500000,0.980970196690269,500000,*,0.38249
chr1,100500001,101000000,0.984491932555584,500000,*,0.386066
chr1,101000001,101500000,0.954954543420698,500000,*,0.377296
chr1,101500001,102000000,0.988615165451155,500000,*,0.388618
chr1,102000001,102500000,0.979245318942846,500000,*,0.35492
chr1,102500001,103000000,0.955280834806213,500000,*,0.346786
chr1,103000001,103500000,0.956156326587519,500000,*,0.346954
chr1,103500001,104000000,0.809337373027573,500000,*,0.313634
chr1,104000001,104500000,0.780398301635397,500000,*,0.351268
chr1,104500001,105000000,0.969163293942848,500000,*,0.351878
chr1,105000001,105500000,0.939127320958767,500000,*,0.351526
chr1,105500001,106000000,0.977252206256069,500000,*,0.339752
chr1,106000001,106500000,0.960469976353601,500000,*,0.345954
chr1,106500001,107000000,0.970651617106327,500000,*,0.348978
chr1,107000001,107500000,0.985924728532053,500000,*,0.358956
chr1,107500001,108000000,0.989689011249314,500000,*,0.371584
chr1,108000001,108500000,0.976458277684348,500000,*,0.382384
chr1,108500001,109000000,0.776219251678037,500000,*,0.39712
chr1,109000001,109500000,0.93924922474765,500000,*,0.403496
chr1,109500001,110000000,0.981933773637838,500000,*,0.450006
chr1,110000001,110500000,0.955383093852602,500000,*,0.472342
chr1,110500001,111000000,0.9929720775294,500000,*,0.468466
chr1,111000001,111500000,0.983359154987348,500000,*,0.424064
chr1,111500001,112000000,0.961073073499181,500000,*,0.400724
chr1,112000001,112500000,0.986361221583584,500000,*,0.434624
chr1,112500001,113000000,0.944744680176524,500000,*,0.43206
chr1,113000001,113500000,0.971884458108591,500000,*,0.440924
chr1,113500001,114000000,0.961605881157224,500000,*,0.413718
chr1,114000001,114500000,0.954517613569718,500000,*,0.385592
chr1,114500001,115000000,0.972773580146795,500000,*,0.43079
chr1,115000001,115500000,0.975680671640888,500000,*,0.387778
chr1,115500001,116000000,0.969373476360677,500000,*,0.411884
chr1,116000001,116500000,0.979731698676383,500000,*,0.419806
chr1,116500001,117000000,0.974386540951456,500000,*,0.415406
chr1,117000001,117500000,0.941946373103078,500000,*,0.442456
chr1,117500001,118000000,0.956115262961379,500000,*,0.40994
chr1,118000001,118500000,0.97658500957118,500000,*,0.40558
chr1,118500001,119000000,0.96918828239475,500000,*,0.377858
chr1,119000001,119500000,0.921471960026646,500000,*,0.37629
chr1,119500001,120000000,0.960927822458264,500000,*,0.412134
chr1,120000001,120500000,0.955200382720804,500000,*,0.425506
chr1,120500001,121000000,0.490586097215504,500000,*,0.316494
chr1,121000001,121500000,0.565715061051988,500000,*,0.318446
chr1,121500001,122000000,0,500000,*,0
chr1,122000001,122500000,0,500000,*,0
chr1,122500001,123000000,0,500000,*,0
chr1,123000001,123500000,0,500000,*,0
chr1,123500001,124000000,0,500000,*,0
chr1,124000001,124500000,0,500000,*,0
chr1,124500001,125000000,0,500000,*,0
chr1,125000001,125500000,0,500000,*,0
chr1,125500001,126000000,0,500000,*,0
chr1,126000001,126500000,0,500000,*,0
chr1,126500001,127000000,0,500000,*,0
chr1,127000001,127500000,0,500000,*,0
chr1,127500001,128000000,0,500000,*,0
chr1,128000001,128500000,0,500000,*,0
chr1,128500001,129000000,0,500000,*,0
chr1,129000001,129500000,0,500000,*,0
chr1,129500001,130000000,0,500000,*,0
chr1,130000001,130500000,0,500000,*,0
chr1,130500001,131000000,0,500000,*,0
chr1,131000001,131500000,0,500000,*,0
chr1,131500001,132000000,0,500000,*,0
chr1,132000001,132500000,0,500000,*,0
chr1,132500001,133000000,0,500000,*,0
chr1,133000001,133500000,0,500000,*,0
chr1,133500001,134000000,0,500000,*,0
chr1,134000001,134500000,0,500000,*,0
chr1,134500001,135000000,0,500000,*,0
chr1,135000001,135500000,0,500000,*,0
chr1,135500001,136000000,0,500000,*,0
chr1,136000001,136500000,0,500000,*,0
chr1,136500001,137000000,0,500000,*,0
chr1,137000001,137500000,0,500000,*,0
chr1,137500001,138000000,0,500000,*,0
chr1,138000001,138500000,0,500000,*,0
chr1,138500001,139000000,0,500000,*,0
chr1,139000001,139500000,0,500000,*,0
chr1,139500001,140000000,0,500000,*,0
chr1,140000001,140500000,0,500000,*,0
chr1,140500001,141000000,0,500000,*,0
chr1,141000001,141500000,0,500000,*,0
chr1,141500001,142000000,0,500000,*,0
chr1,142000001,142500000,0,500000,*,0
chr1,142500001,143000000,0.408523127247138,500000,*,0.30226
chr1,143000001,143500000,0.380219587365168,500000,*,0.276342
chr1,143500001,144000000,0.392007689583968,500000,*,0.245892
chr1,144000001,144500000,0.28273032237687,500000,*,0.29108
chr1,144500001,145000000,0.616310755113479,500000,*,0.289024
chr1,145000001,145500000,0.675717434679688,500000,*,0.418954
chr1,145500001,146000000,0.714545361268542,500000,*,0.38855
chr1,146000001,146500000,0.323521827162557,500000,*,0.341692
chr1,146500001,147000000,0.90553262845935,500000,*,0.401916
chr1,147000001,147500000,0.860543645162048,500000,*,0.421954
chr1,147500001,148000000,0.491202025384192,500000,*,0.423064
chr1,148000001,148500000,0.162290928206952,500000,*,0.179048
chr1,148500001,149000000,0.344060971641373,500000,*,0.313986
chr1,149000001,149500000,0.65929759737015,500000,*,0.387158
chr1,149500001,150000000,0.577902014373388,500000,*,0.420836
chr1,150000001,150500000,0.983099491645527,500000,*,0.434554
chr1,150500001,151000000,0.966885283832757,500000,*,0.441578
chr1,151000001,151500000,0.98301997247307,500000,*,0.465386
chr1,151500001,152000000,0.980550897998741,500000,*,0.447812
chr1,152000001,152500000,0.923229640731816,500000,*,0.414476
chr1,152500001,153000000,0.946022750797853,500000,*,0.413722
chr1,153000001,153500000,0.953871284486297,500000,*,0.428868
chr1,153500001,154000000,0.981928980014818,500000,*,0.481642
chr1,154000001,154500000,0.972724982724315,500000,*,0.456038
chr1,154500001,155000000,0.981983534761344,500000,*,0.48423
chr1,155000001,155500000,0.973834968954373,500000,*,0.482054
chr1,155500001,156000000,0.934946938824259,500000,*,0.457036
chr1,156000001,156500000,0.979163604497003,500000,*,0.504446
chr1,156500001,157000000,0.988325535837436,500000,*,0.50409
chr1,157000001,157500000,0.960492544364725,500000,*,0.438532
chr1,157500001,158000000,0.976862130305203,500000,*,0.407636
chr1,158000001,158500000,0.932404539040373,500000,*,0.405832
chr1,158500001,159000000,0.958343770087647,500000,*,0.372336
chr1,159000001,159500000,0.945220905168591,500000,*,0.390176
chr1,159500001,160000000,0.94979712679287,500000,*,0.431204
chr1,160000001,160500000,0.979372623238893,500000,*,0.451512
chr1,160500001,161000000,0.955593079000754,500000,*,0.431038
chr1,161000001,161500000,0.917987747473196,500000,*,0.476226
chr1,161500001,162000000,0.875552403705343,500000,*,0.415426
chr1,162000001,162500000,0.974607751545874,500000,*,0.42126
chr1,162500001,163000000,0.951372562633701,500000,*,0.400574
chr1,163000001,163500000,0.979725554481199,500000,*,0.378556
chr1,163500001,164000000,0.954565383039851,500000,*,0.37363
chr1,164000001,164500000,0.955123148220317,500000,*,0.376078
chr1,164500001,165000000,0.985317249257944,500000,*,0.412594
chr1,165000001,165500000,0.982749966693831,500000,*,0.424948
chr1,165500001,166000000,0.964478105170742,500000,*,0.418916
chr1,166000001,166500000,0.927580547881511,500000,*,0.410618
chr1,166500001,167000000,0.972559074442064,500000,*,0.39333
chr1,167000001,167500000,0.994641549875742,500000,*,0.417984
chr1,167500001,168000000,0.986597058085499,500000,*,0.418192
chr1,168000001,168500000,0.974249425766286,500000,*,0.415916
chr1,168500001,169000000,0.962863528188723,500000,*,0.394702
chr1,169000001,169500000,0.96195438031799,500000,*,0.378728
chr1,169500001,170000000,0.977540079097287,500000,*,0.381996
chr1,170000001,170500000,0.941626189432884,500000,*,0.376112
chr1,170500001,171000000,0.980562736961648,500000,*,0.380918
chr1,171000001,171500000,0.969927813874724,500000,*,0.397368
chr1,171500001,172000000,0.969233641573735,500000,*,0.397606
chr1,172000001,172500000,0.949335546328512,500000,*,0.37829
chr1,172500001,173000000,0.96509457569192,500000,*,0.384704
chr1,173000001,173500000,0.957579042193609,500000,*,0.394716
chr1,173500001,174000000,0.962128551832955,500000,*,0.39663
chr1,174000001,174500000,0.9496001647969,500000,*,0.378432
chr1,174500001,175000000,0.922668339786262,500000,*,0.3877
chr1,175000001,175500000,0.975484896727338,500000,*,0.432464
chr1,175500001,176000000,0.976115691233173,500000,*,0.425206
chr1,176000001,176500000,0.954119109041073,500000,*,0.380232
chr1,176500001,177000000,0.985194927849256,500000,*,0.404588
chr1,177000001,177500000,0.977419118624997,500000,*,0.405778
chr1,177500001,178000000,0.942161104237591,500000,*,0.40823
chr1,178000001,178500000,0.975198713348926,500000,*,0.389028
chr1,178500001,179000000,0.96360800657182,500000,*,0.408252
chr1,179000001,179500000,0.974086915951933,500000,*,0.411432
chr1,179500001,180000000,0.96857238347322,500000,*,0.40462
chr1,180000001,180500000,0.974116465890339,500000,*,0.41405
chr1,180500001,181000000,0.962370442021906,500000,*,0.408968
chr1,181000001,181500000,0.974182673687625,500000,*,0.449616
chr1,181500001,182000000,0.981098212402935,500000,*,0.417148
chr1,182000001,182500000,0.983302529600425,500000,*,0.425336
chr1,182500001,183000000,0.98506517473903,500000,*,0.413266
chr1,183000001,183500000,0.98625842761031,500000,*,0.416954
chr1,183500001,184000000,0.970068893281201,500000,*,0.405828
chr1,184000001,184500000,0.970401883626329,500000,*,0.399952
chr1,184500001,185000000,0.965955702937213,500000,*,0.39792
chr1,185000001,185500000,0.967755399391756,500000,*,0.384252
chr1,185500001,186000000,0.947138290712074,500000,*,0.369932
chr1,186000001,186500000,0.970059044086909,500000,*,0.365186
chr1,186500001,187000000,0.972764580003179,500000,*,0.368946
chr1,187000001,187500000,0.971019504038222,500000,*,0.356672
chr1,187500001,188000000,0.947771042936231,500000,*,0.357594
chr1,188000001,188500000,0.984532152488578,500000,*,0.34236
chr1,188500001,189000000,0.969847830265613,500000,*,0.342782
chr1,189000001,189500000,0.954567452329576,500000,*,0.340138
chr1,189500001,190000000,0.981640198721507,500000,*,0.339522
chr1,190000001,190500000,0.989433454440195,500000,*,0.3331
chr1,190500001,191000000,0.980427815762785,500000,*,0.339782
chr1,191000001,191500000,0.971965902496162,500000,*,0.341534
chr1,191500001,192000000,0.985089085364457,500000,*,0.344618
chr1,192000001,192500000,0.965303638096136,500000,*,0.35042
chr1,192500001,193000000,0.975913775173661,500000,*,0.374552
chr1,193000001,193500000,0.983169224712623,500000,*,0.370056
chr1,193500001,194000000,0.962873328924312,500000,*,0.35976
chr1,194000001,194500000,0.968291997315545,500000,*,0.348604
chr1,194500001,195000000,0.985175051908429,500000,*,0.339918
chr1,195000001,195500000,0.982361211261425,500000,*,0.339228
chr1,195500001,196000000,0.971938474005461,500000,*,0.344912
chr1,196000001,196500000,0.962256305464366,500000,*,0.344908
chr1,196500001,197000000,0.894122510323982,500000,*,0.353614
chr1,197000001,197500000,0.988477552347158,500000,*,0.358692
chr1,197500001,198000000,0.952494971314078,500000,*,0.367088
chr1,198000001,198500000,0.965650621973456,500000,*,0.364436
chr1,198500001,199000000,0.988919554232832,500000,*,0.353558
chr1,199000001,199500000,0.988150902278598,500000,*,0.35888
chr1,199500001,200000000,0.96487118710666,500000,*,0.386006
chr1,200000001,200500000,0.985828215836382,500000,*,0.413202
chr1,200500001,201000000,0.983241053619674,500000,*,0.43051
chr1,201000001,201500000,0.982811675503498,500000,*,0.502976
chr1,201500001,202000000,0.987083723743719,500000,*,0.472562
chr1,202000001,202500000,0.918724173834531,500000,*,0.460708
chr1,202500001,203000000,0.959053834899114,500000,*,0.450214
chr1,203000001,203500000,0.977087713718359,500000,*,0.481294
chr1,203500001,204000000,0.98205794670992,500000,*,0.44686
chr1,204000001,204500000,0.989379457364054,500000,*,0.485048
chr1,204500001,205000000,0.995591696782768,500000,*,0.470264
chr1,205000001,205500000,0.980299045166266,500000,*,0.48067
chr1,205500001,206000000,0.981498459555443,500000,*,0.388058
chr1,206000001,206500000,0.691803724190128,500000,*,0.239004
chr1,206500001,207000000,0.905885478169462,500000,*,0.457674
chr1,207000001,207500000,0.980168207785181,500000,*,0.416328
chr1,207500001,208000000,0.889959477955014,500000,*,0.395848
chr1,208000001,208500000,0.996223247264077,500000,*,0.457064
chr1,208500001,209000000,0.980965141961727,500000,*,0.406576
chr1,209000001,209500000,0.976707034779656,500000,*,0.40253
chr1,209500001,210000000,0.990750124875989,500000,*,0.438574
chr1,210000001,210500000,0.967191568549313,500000,*,0.396584
chr1,210500001,211000000,0.982424068934371,500000,*,0.426134
chr1,211000001,211500000,0.943433016787899,500000,*,0.399946
chr1,211500001,212000000,0.972520303986723,500000,*,0.436648
chr1,212000001,212500000,0.97691001311373,500000,*,0.416192
chr1,212500001,213000000,0.970865309238435,500000,*,0.437594
chr1,213000001,213500000,0.956512674341781,500000,*,0.405604
chr1,213500001,214000000,0.97144383501596,500000,*,0.420128
chr1,214000001,214500000,0.995871732009908,500000,*,0.40899
chr1,214500001,215000000,0.982788935303869,500000,*,0.404142
chr1,215000001,215500000,0.98009324305295,500000,*,0.372252
chr1,215500001,216000000,0.969938041907217,500000,*,0.37228
chr1,216000001,216500000,0.971753949641015,500000,*,0.359212
chr1,216500001,217000000,0.985134874990699,500000,*,0.36689
chr1,217000001,217500000,0.994047553251279,500000,*,0.387148
chr1,217500001,218000000,0.971801008737646,500000,*,0.367962
chr1,218000001,218500000,0.981119611325662,500000,*,0.377328
chr1,218500001,219000000,0.977125226582918,500000,*,0.393742
chr1,219000001,219500000,0.987091505907141,500000,*,0.365916
chr1,219500001,220000000,0.954108160815874,500000,*,0.389186
chr1,220000001,220500000,0.951395274078255,500000,*,0.392362
chr1,220500001,221000000,0.982624856847439,500000,*,0.408508
chr1,221000001,221500000,0.982038597875132,500000,*,0.39187
chr1,221500001,222000000,0.987650516707926,500000,*,0.387606
chr1,222000001,222500000,0.973597890948146,500000,*,0.403644
chr1,222500001,223000000,0.895381780344798,500000,*,0.409906
chr1,223000001,223500000,0.95258594810692,500000,*,0.423584
chr1,223500001,224000000,0.929180188156349,500000,*,0.410114
chr1,224000001,224500000,0.776737097607129,500000,*,0.423098
chr1,224500001,225000000,0.985603325758478,500000,*,0.431762
chr1,225000001,225500000,0.940610718646722,500000,*,0.381522
chr1,225500001,226000000,0.978586686075426,500000,*,0.420814
chr1,226000001,226500000,0.978851106834965,500000,*,0.462594
chr1,226500001,227000000,0.986575675992898,500000,*,0.472064
chr1,227000001,227500000,0.97077232421316,500000,*,0.406112
chr1,227500001,228000000,0.967686312284709,500000,*,0.440088
chr1,228000001,228500000,0.954873953256145,500000,*,0.511946
chr1,228500001,229000000,0.89370170480245,500000,*,0.489586
chr1,229000001,229500000,0.979749608582143,500000,*,0.446608
chr1,229500001,230000000,0.983765824411561,500000,*,0.434006
chr1,230000001,230500000,0.987586790201362,500000,*,0.450816
chr1,230500001,231000000,0.981346508256371,500000,*,0.440352
chr1,231000001,231500000,0.98610263039333,500000,*,0.437734
chr1,231500001,232000000,0.974367170770988,500000,*,0.410012
chr1,232000001,232500000,0.957522032248361,500000,*,0.419308
chr1,232500001,233000000,0.990708093063762,500000,*,0.413388
chr1,233000001,233500000,0.987055840642919,500000,*,0.412666
chr1,233500001,234000000,0.982569930213474,500000,*,0.400568
chr1,234000001,234500000,0.97682137983916,500000,*,0.41862
chr1,234500001,235000000,0.959768320653555,500000,*,0.439592
chr1,235000001,235500000,0.985601410793366,500000,*,0.392084
chr1,235500001,236000000,0.975904692213515,500000,*,0.420444
chr1,236000001,236500000,0.984106666585492,500000,*,0.43412
chr1,236500001,237000000,0.980776817426003,500000,*,0.425772
chr1,237000001,237500000,0.960324078388441,500000,*,0.412982
chr1,237500001,238000000,0.982562939003114,500000,*,0.373534
chr1,238000001,238500000,0.978143754373038,500000,*,0.390982
chr1,238500001,239000000,0.988889319884946,500000,*,0.361274
